
> neural-bet-predictor@1.0.0 start /home/felipe/neural-bet-predictor
> ts-node src/index.ts

iterations: 500, training error: 0.20648592554040404
iterations: 160000, training error: 0.1044400478816652
iterations: 160500, training error: 0.10442445333056052
iterations: 161000, training error: 0.10440679456598542
iterations: 161500, training error: 0.10438600991622357
iterations: 162000, training error: 0.1043601999049696
iterations: 162500, training error: 0.10432554978312539
iterations: 163000, training error: 0.10427365907035452
iterations: 163500, training error: 0.10418283137779125
iterations: 164000, training error: 0.10399051660572987
iterations: 164500, training error: 0.10354866411813697
iterations: 165000, training error: 0.1027921565774217
iterations: 165500, training error: 0.10124489381328934
iterations: 166000, training error: 0.09829875105484634
iterations: 166500, training error: 0.09573459427329843
iterations: 167000, training error: 0.09406292895902935
iterations: 167500, training error: 0.09286567689321204
iterations: 168000, training error: 0.09182482301926156
iterations: 168500, training error: 0.0905795920273339
iterations: 169000, training error: 0.0891703430850842
iterations: 169500, training error: 0.08758497020851957
iterations: 170000, training error: 0.08569053226542057
iterations: 170500, training error: 0.08543479553321343
iterations: 171000, training error: 0.08529532794327593
iterations: 171500, training error: 0.08512433530272193
iterations: 172000, training error: 0.08496991583060853
iterations: 172500, training error: 0.08517603000056427
iterations: 173000, training error: 0.08571166467908937
iterations: 173500, training error: 0.08494235728931741
iterations: 174000, training error: 0.08806759564213325
iterations: 174500, training error: 0.09375929514217486
iterations: 175000, training error: 0.0776946489072704
iterations: 175500, training error: 0.07574347815575783
iterations: 176000, training error: 0.07468467529260593
iterations: 176500, training error: 0.07498288840277771
iterations: 177000, training error: 0.07543362253871069
iterations: 177500, training error: 0.0756559404060173
iterations: 178000, training error: 0.07645788599712555
iterations: 178500, training error: 0.07465036655763074
iterations: 179000, training error: 0.10699039445335265
iterations: 179500, training error: 0.10100484012025417
iterations: 180000, training error: 0.100818682877821
iterations: 180500, training error: 0.1007622238137025
iterations: 181000, training error: 0.10715250359339952
iterations: 181500, training error: 0.10597301373550111
iterations: 182000, training error: 0.10577363777996836
iterations: 182500, training error: 0.10568639390786683
iterations: 183000, training error: 0.10563544457999023
iterations: 183500, training error: 0.10560076602002634
iterations: 184000, training error: 0.10557443995137072
iterations: 184500, training error: 0.10555246707744546
iterations: 185000, training error: 0.10553240814412866
iterations: 185500, training error: 0.10551255096740988
iterations: 186000, training error: 0.10549145584183248
iterations: 186500, training error: 0.10546786435790109
iterations: 187000, training error: 0.10544031356520066
iterations: 187500, training error: 0.10540745036183688
iterations: 188000, training error: 0.10536887721294341
iterations: 188500, training error: 0.10532615699890037
iterations: 189000, training error: 0.10528297312514567
iterations: 189500, training error: 0.1052425923963535
iterations: 190000, training error: 0.10520562710459301
iterations: 190500, training error: 0.10517103537163415
iterations: 191000, training error: 0.10513752771226498
iterations: 191500, training error: 0.10510406200753807
iterations: 192000, training error: 0.10506986092382145
iterations: 192500, training error: 0.10503389285227575
iterations: 193000, training error: 0.1049950984674714
iterations: 193500, training error: 0.10495181984564542
iterations: 194000, training error: 0.10490150975686337
iterations: 194500, training error: 0.10484059109962587
iterations: 195000, training error: 0.1047633985105935
iterations: 195500, training error: 0.10466179162563942
iterations: 196000, training error: 0.10452484598955275
iterations: 196500, training error: 0.10433831798259147
iterations: 197000, training error: 0.10408206859105128
iterations: 197500, training error: 0.10373255122897787
iterations: 198000, training error: 0.10329904181842686
iterations: 198500, training error: 0.10284174584444253
iterations: 199000, training error: 0.10235080233151773
iterations: 199500, training error: 0.10176404170060457
iterations: 200000, training error: 0.10108437197696994
iterations: 200500, training error: 0.10028978190304573
iterations: 201000, training error: 0.09925916356581052
iterations: 201500, training error: 0.09778610713955965
iterations: 202000, training error: 0.09598821192573716
iterations: 202500, training error: 0.09401546107501889
iterations: 203000, training error: 0.0919932900183434
iterations: 203500, training error: 0.08990185594877778
iterations: 204000, training error: 0.08787875436140961
iterations: 204500, training error: 0.08638229446469282
iterations: 205000, training error: 0.08502819244095995
iterations: 205500, training error: 0.08371040321385405
iterations: 206000, training error: 0.08250606273901841
iterations: 206500, training error: 0.08147692812074794
iterations: 207000, training error: 0.08045944286361903
iterations: 207500, training error: 0.0778832364848721
iterations: 208000, training error: 0.07288981999484183
iterations: 208500, training error: 0.06592094242606857
iterations: 209000, training error: 0.059989661168786804
iterations: 209500, training error: 0.05629928645235635
iterations: 210000, training error: 0.05423044467065653
iterations: 210500, training error: 0.05299612962205947
iterations: 211000, training error: 0.052119710457590306
iterations: 211500, training error: 0.05127756346583227
iterations: 212000, training error: 0.05015644633592638
iterations: 212500, training error: 0.04950399823416317
iterations: 213000, training error: 0.04920490028145126
iterations: 213500, training error: 0.04901689122748463
iterations: 214000, training error: 0.04888388507474147
iterations: 214500, training error: 0.048782844501571596
iterations: 215000, training error: 0.04870214945712017
iterations: 215500, training error: 0.048635056095128686
iterations: 216000, training error: 0.048577052231313825
iterations: 216500, training error: 0.04852431663768295
iterations: 217000, training error: 0.04847420836586605
iterations: 217500, training error: 0.04842301052662293
iterations: 218000, training error: 0.04836721166912826
iterations: 218500, training error: 0.04829970138426148
iterations: 219000, training error: 0.0482113315578861
iterations: 219500, training error: 0.0481048966998573
iterations: 220000, training error: 0.048001801138384294
iterations: 220500, training error: 0.047900316628208615
iterations: 221000, training error: 0.047796951601970214
iterations: 221500, training error: 0.04769737618991749
iterations: 222000, training error: 0.04760389376284568
iterations: 222500, training error: 0.04751625621125798
iterations: 223000, training error: 0.04743368012263775
iterations: 223500, training error: 0.047356696193755654
iterations: 224000, training error: 0.04728435420864195
iterations: 224500, training error: 0.04721670126802585
iterations: 225000, training error: 0.04715331943187698
iterations: 225500, training error: 0.04709364836164985
iterations: 226000, training error: 0.0470374895736729
iterations: 226500, training error: 0.04698471409551151
iterations: 227000, training error: 0.046934748285870076
iterations: 227500, training error: 0.04688728927515947
iterations: 228000, training error: 0.04684208054312219
iterations: 228500, training error: 0.04679881194108175
iterations: 229000, training error: 0.04675715364338641
iterations: 229500, training error: 0.04671644878082879
iterations: 230000, training error: 0.046676104488031146
iterations: 230500, training error: 0.04663474884501989
iterations: 231000, training error: 0.046589438053129595
iterations: 231500, training error: 0.04653375882815342
iterations: 232000, training error: 0.04645252241497763
iterations: 232500, training error: 0.046338943424786665
iterations: 233000, training error: 0.04624244327689508
iterations: 233500, training error: 0.04617907925158467
iterations: 234000, training error: 0.0461326215248933
iterations: 234500, training error: 0.046094198387485956
iterations: 235000, training error: 0.046059849605653125
iterations: 235500, training error: 0.04602745054145346
iterations: 236000, training error: 0.045995337036142975
iterations: 236500, training error: 0.04596193394961562
iterations: 237000, training error: 0.04592498087827676
iterations: 237500, training error: 0.04588210758941884
iterations: 238000, training error: 0.04583211237998282
iterations: 238500, training error: 0.04577775730513569
iterations: 239000, training error: 0.045724996034116595
iterations: 239500, training error: 0.04567911963856836
iterations: 240000, training error: 0.04564139353394244
iterations: 240500, training error: 0.04561013713827617
iterations: 241000, training error: 0.04558321991347562
iterations: 241500, training error: 0.0455590582844349
iterations: 242000, training error: 0.04553657814529472
iterations: 242500, training error: 0.045514902986181924
iterations: 243000, training error: 0.04549386591552587
iterations: 243500, training error: 0.04547301155091661
iterations: 244000, training error: 0.04545251211085808
iterations: 244500, training error: 0.045432768493630815
iterations: 245000, training error: 0.04541385975925525
iterations: 245500, training error: 0.0453961145855672
iterations: 246000, training error: 0.04537964191717516
iterations: 246500, training error: 0.0453643963054436
iterations: 247000, training error: 0.04535026482880577
iterations: 247500, training error: 0.04533714571742489
iterations: 248000, training error: 0.04532492893491837
iterations: 248500, training error: 0.04531342780441954
iterations: 249000, training error: 0.04530251014926373
iterations: 249500, training error: 0.045291906968476243
iterations: 250000, training error: 0.045281746400486475
iterations: 250500, training error: 0.04527190813167391
iterations: 251000, training error: 0.045262187329323376
iterations: 251500, training error: 0.045252604787073325
iterations: 252000, training error: 0.0452431561524472
iterations: 252500, training error: 0.04523385272341982
iterations: 253000, training error: 0.045224663618389
iterations: 253500, training error: 0.04521574898416134
iterations: 254000, training error: 0.04520715515092984
iterations: 254500, training error: 0.04519898198811293
iterations: 255000, training error: 0.0451912642845594
iterations: 255500, training error: 0.045184025800079006
iterations: 256000, training error: 0.04517735181126198
iterations: 256500, training error: 0.04517117333101607
iterations: 257000, training error: 0.045165429472902814
iterations: 257500, training error: 0.04516009908470956
iterations: 258000, training error: 0.045155110456338375
iterations: 258500, training error: 0.04515047836010681
iterations: 259000, training error: 0.0451461097872787
iterations: 259500, training error: 0.045142001883374305
iterations: 260000, training error: 0.04513813536719178
iterations: 260500, training error: 0.04513448659784095
iterations: 261000, training error: 0.04513105179977826
iterations: 261500, training error: 0.04512777124924848
iterations: 262000, training error: 0.04512464856611655
iterations: 262500, training error: 0.04512163247795859
iterations: 263000, training error: 0.045118784152601336
iterations: 263500, training error: 0.04511603931949058
iterations: 264000, training error: 0.04511340983479066
iterations: 264500, training error: 0.04511087573459428
iterations: 265000, training error: 0.045108440467597107
iterations: 265500, training error: 0.0451060946074569
iterations: 266000, training error: 0.04510378852307538
iterations: 266500, training error: 0.04510157257282099
iterations: 267000, training error: 0.04509937458747941
iterations: 267500, training error: 0.0450972567762809
iterations: 268000, training error: 0.045095177400888635
iterations: 268500, training error: 0.045093149882918945
iterations: 269000, training error: 0.0450911985253157
iterations: 269500, training error: 0.04508926325454226
iterations: 270000, training error: 0.045087379866069796
iterations: 270500, training error: 0.0450855349578385
iterations: 271000, training error: 0.04508372628164958
iterations: 271500, training error: 0.04508194778137178
iterations: 272000, training error: 0.04508021624746072
iterations: 272500, training error: 0.04507854162242943
iterations: 273000, training error: 0.04507691313063241
iterations: 273500, training error: 0.045075287866578974
iterations: 274000, training error: 0.045073709978780796
iterations: 274500, training error: 0.045072189134478254
iterations: 275000, training error: 0.04507069121720614
iterations: 275500, training error: 0.045069208235224575
iterations: 276000, training error: 0.04506775547416666
iterations: 276500, training error: 0.04506631200702589
iterations: 277000, training error: 0.045064914112041866
iterations: 277500, training error: 0.04506351556930898
iterations: 278000, training error: 0.04506214347734997
iterations: 278500, training error: 0.045060801612422235
iterations: 279000, training error: 0.04505947272800233
iterations: 279500, training error: 0.04505815764438231
iterations: 280000, training error: 0.04505684189656263
iterations: 280500, training error: 0.04505556266276237
iterations: 281000, training error: 0.04505431617289155
iterations: 281500, training error: 0.04505306283092611
iterations: 282000, training error: 0.045051838838042924
iterations: 282500, training error: 0.04505062432846657
iterations: 283000, training error: 0.04504943053804311
iterations: 283500, training error: 0.045048253165841295
iterations: 284000, training error: 0.045047093587507345
iterations: 284500, training error: 0.04504592649959778
iterations: 285000, training error: 0.045044741425762945
iterations: 285500, training error: 0.045043595824416006
iterations: 286000, training error: 0.04504245977407796
iterations: 286500, training error: 0.045041328327007725
iterations: 287000, training error: 0.04504018101779151
iterations: 287500, training error: 0.045039045700176666
iterations: 288000, training error: 0.0450379451071872
iterations: 288500, training error: 0.045036830890930156
iterations: 289000, training error: 0.04503571157667136
iterations: 289500, training error: 0.045034585575554474
iterations: 290000, training error: 0.045033461692458414
iterations: 290500, training error: 0.04503230560925298
iterations: 291000, training error: 0.04503114751703244
iterations: 291500, training error: 0.045029964239302764
iterations: 292000, training error: 0.0450287654656801
iterations: 292500, training error: 0.045027552813349615
iterations: 293000, training error: 0.04502633899339821
iterations: 293500, training error: 0.04502510329360209
iterations: 294000, training error: 0.04502385587054073
iterations: 294500, training error: 0.04502260889285116
iterations: 295000, training error: 0.04502134858089857
iterations: 295500, training error: 0.0450200394425906
iterations: 296000, training error: 0.04501871364771511
iterations: 296500, training error: 0.04501735915849171
iterations: 297000, training error: 0.045015979862972656
iterations: 297500, training error: 0.04501453816631255
iterations: 298000, training error: 0.045013044189312894
iterations: 298500, training error: 0.04501148160646718
iterations: 299000, training error: 0.045009856043540394
iterations: 299500, training error: 0.045008181019551285
iterations: 300000, training error: 0.0450064188390761
iterations: 300500, training error: 0.045004582214405765
iterations: 301000, training error: 0.04500261791015587
iterations: 301500, training error: 0.04500055812538809
iterations: 302000, training error: 0.044998349154419234
iterations: 302500, training error: 0.04499601244733235
iterations: 303000, training error: 0.0449935020427046
iterations: 303500, training error: 0.044990742435090235
iterations: 304000, training error: 0.04498774132520031
iterations: 304500, training error: 0.044984448186111047
iterations: 305000, training error: 0.044980800481501715
iterations: 305500, training error: 0.044976705486162276
iterations: 306000, training error: 0.044972040032597235
iterations: 306500, training error: 0.04496675490921311
iterations: 307000, training error: 0.044960531720999376
iterations: 307500, training error: 0.04495328675581685
iterations: 308000, training error: 0.04494457206505424
iterations: 308500, training error: 0.04493383183025484
iterations: 309000, training error: 0.044920284320759944
iterations: 309500, training error: 0.044902496829411914
iterations: 310000, training error: 0.04487787690781311
iterations: 310500, training error: 0.04484113018965406
iterations: 311000, training error: 0.04477964836545197
iterations: 311500, training error: 0.04465603491806737
iterations: 312000, training error: 0.044329096992859786
iterations: 312500, training error: 0.04328126240544733
iterations: 313000, training error: 0.04244558452494606
iterations: 313500, training error: 0.042362839793132344
iterations: 314000, training error: 0.042315310118379426
iterations: 314500, training error: 0.04226108180680431
iterations: 315000, training error: 0.04219000692875142
iterations: 315500, training error: 0.04208318801290274
iterations: 316000, training error: 0.041907573581470584
iterations: 316500, training error: 0.04161034961437585
iterations: 317000, training error: 0.04110303690578739
iterations: 317500, training error: 0.04040827403495608
iterations: 318000, training error: 0.039863359476820855
iterations: 318500, training error: 0.03948858212148377
iterations: 319000, training error: 0.03907839303771841
iterations: 319500, training error: 0.03831190454513551
iterations: 320000, training error: 0.03711245502295366
iterations: 320500, training error: 0.036298470978663115
iterations: 321000, training error: 0.03575165405255126
iterations: 321500, training error: 0.03529866975599154
iterations: 322000, training error: 0.0348481337465901
iterations: 322500, training error: 0.034268207450883305
iterations: 323000, training error: 0.03316371213216363
iterations: 323500, training error: 0.030882087989005543
iterations: 324000, training error: 0.028021489753669776
iterations: 324500, training error: 0.02594989652827824
iterations: 325000, training error: 0.024756830012023234
iterations: 325500, training error: 0.02405696160026318
iterations: 326000, training error: 0.023601853531577156
iterations: 326500, training error: 0.023268210291035384
iterations: 327000, training error: 0.022988059884371685
iterations: 327500, training error: 0.02271163285422549
iterations: 328000, training error: 0.022376387195512826
iterations: 328500, training error: 0.021867457546229496
iterations: 329000, training error: 0.020996295031125597
iterations: 329500, training error: 0.019574273020192146
iterations: 330000, training error: 0.017644228714573353
iterations: 330500, training error: 0.015728775514879587
iterations: 331000, training error: 0.014412303391134555
iterations: 331500, training error: 0.013658246393126313
iterations: 332000, training error: 0.013222123839882678
iterations: 332500, training error: 0.012952487336902874
iterations: 333000, training error: 0.01277386978530074
iterations: 333500, training error: 0.012648771853466922
iterations: 334000, training error: 0.012557115513769378
iterations: 334500, training error: 0.012487615170150767
iterations: 335000, training error: 0.012433343067889483
iterations: 335500, training error: 0.01239005006929806
iterations: 336000, training error: 0.012354809397283267
iterations: 336500, training error: 0.012325530568794867
iterations: 337000, training error: 0.012300932221303885
iterations: 337500, training error: 0.01227998396835166
iterations: 338000, training error: 0.01226191998171344
iterations: 338500, training error: 0.012246284716988198
iterations: 339000, training error: 0.012232591306208738
iterations: 339500, training error: 0.012220556447199627
iterations: 340000, training error: 0.012209850006339042
iterations: 340500, training error: 0.012200308171887346
iterations: 341000, training error: 0.012191730801356599
iterations: 341500, training error: 0.01218394470097228
iterations: 342000, training error: 0.012176905246209815
iterations: 342500, training error: 0.012170503371264553
iterations: 343000, training error: 0.012164633932469205
iterations: 343500, training error: 0.012159295211354034
iterations: 344000, training error: 0.012154345556354905
iterations: 344500, training error: 0.012149789806571162
iterations: 345000, training error: 0.012145569513333433
iterations: 345500, training error: 0.012141655084588794
iterations: 346000, training error: 0.012138045147634498
iterations: 346500, training error: 0.012134646614989978
iterations: 347000, training error: 0.012131488136968776
iterations: 347500, training error: 0.012128520059081662
iterations: 348000, training error: 0.012125730178362793
iterations: 348500, training error: 0.012123084541895545
iterations: 349000, training error: 0.012120581398052402
iterations: 349500, training error: 0.012118249910097634
iterations: 350000, training error: 0.012116028062104808
iterations: 350500, training error: 0.012113941480778066
iterations: 351000, training error: 0.012112008731555607
iterations: 351500, training error: 0.012110183059226821
iterations: 352000, training error: 0.012108411226840414
iterations: 352500, training error: 0.012106720737641297
iterations: 353000, training error: 0.012105124463799473
iterations: 353500, training error: 0.012103585880937922
iterations: 354000, training error: 0.012102099904649746
iterations: 354500, training error: 0.012100688611986288
iterations: 355000, training error: 0.012099348689750473
iterations: 355500, training error: 0.012098064688372106
iterations: 356000, training error: 0.012096824263920147
iterations: 356500, training error: 0.012095624319918504
iterations: 357000, training error: 0.012094471399326656
iterations: 357500, training error: 0.012093366986697692
iterations: 358000, training error: 0.01209229876601623
iterations: 358500, training error: 0.012091269097873003
iterations: 359000, training error: 0.012090281811930764
iterations: 359500, training error: 0.012089329275244115
iterations: 360000, training error: 0.01208842186148388
iterations: 360500, training error: 0.012087553175569546
iterations: 361000, training error: 0.012086709995964298
iterations: 361500, training error: 0.012085900405765933
iterations: 362000, training error: 0.012085121615368838
iterations: 362500, training error: 0.012084364538087417
iterations: 363000, training error: 0.012083632676036979
iterations: 363500, training error: 0.01208291567848515
iterations: 364000, training error: 0.012082217529507933
iterations: 364500, training error: 0.012081554322702335
iterations: 365000, training error: 0.012080898850689845
iterations: 365500, training error: 0.012080264709844628
iterations: 366000, training error: 0.012079647059632645
iterations: 366500, training error: 0.012079056596301724
iterations: 367000, training error: 0.012078475748552805
iterations: 367500, training error: 0.012077906907364527
iterations: 368000, training error: 0.01207734747174195
iterations: 368500, training error: 0.01207679586548125
iterations: 369000, training error: 0.012076254988178802
iterations: 369500, training error: 0.012075749251724456
iterations: 370000, training error: 0.012075250353847574
iterations: 370500, training error: 0.012074761732947624
iterations: 371000, training error: 0.012074280031393853
iterations: 371500, training error: 0.012073813473620677
iterations: 372000, training error: 0.012073352929723374
iterations: 372500, training error: 0.012072912769528888
iterations: 373000, training error: 0.012072493970657128
iterations: 373500, training error: 0.012072084992384897
iterations: 374000, training error: 0.012071676552023203
iterations: 374500, training error: 0.012071266086711975
iterations: 375000, training error: 0.012070857927403762
iterations: 375500, training error: 0.012070463733555956
iterations: 376000, training error: 0.012070074118244796
iterations: 376500, training error: 0.012069691080795027
iterations: 377000, training error: 0.01206932703636006
iterations: 377500, training error: 0.012068971456529947
iterations: 378000, training error: 0.012068621652902753
iterations: 378500, training error: 0.012068277286157968
iterations: 379000, training error: 0.01206793487088664
iterations: 379500, training error: 0.012067599966993312
iterations: 380000, training error: 0.012067272310978474
iterations: 380500, training error: 0.012066944015399069
iterations: 381000, training error: 0.012066625689490637
iterations: 381500, training error: 0.012066307171329069
iterations: 382000, training error: 0.012065994094236698
iterations: 382500, training error: 0.012065689879745536
iterations: 383000, training error: 0.012065383601160138
iterations: 383500, training error: 0.012065076009854443
iterations: 384000, training error: 0.012064774801803917
iterations: 384500, training error: 0.012064483443882655
iterations: 385000, training error: 0.012064189296637353
iterations: 385500, training error: 0.01206389915220709
iterations: 386000, training error: 0.012063606703576386
iterations: 386500, training error: 0.012063316107581754
iterations: 387000, training error: 0.012063031803285393
iterations: 387500, training error: 0.012062744386648453
iterations: 388000, training error: 0.012062463563695235
iterations: 388500, training error: 0.012062184062261548
iterations: 389000, training error: 0.01206190734992095
iterations: 389500, training error: 0.012061636946449145
iterations: 390000, training error: 0.012061365351434726
iterations: 390500, training error: 0.012061094959348302
iterations: 391000, training error: 0.012060825677778391
iterations: 391500, training error: 0.01206055643498922
iterations: 392000, training error: 0.012060295305830623
iterations: 392500, training error: 0.012060034007224918
iterations: 393000, training error: 0.012059773704012953
iterations: 393500, training error: 0.012059515856364063
iterations: 394000, training error: 0.012059253303932043
iterations: 394500, training error: 0.012058990330376052
iterations: 395000, training error: 0.012058731744955545
iterations: 395500, training error: 0.012058474268556
iterations: 396000, training error: 0.012058215569869586
iterations: 396500, training error: 0.012057955942110649
iterations: 397000, training error: 0.012057701229248312
iterations: 397500, training error: 0.012057443147369411
iterations: 398000, training error: 0.012057183568487279
iterations: 398500, training error: 0.012056927476816703
iterations: 399000, training error: 0.01205667567179712
iterations: 399500, training error: 0.012056416924396619
iterations: 400000, training error: 0.012056158709710206
iterations: 400500, training error: 0.01205590214791148
iterations: 401000, training error: 0.012055640879834783
iterations: 401500, training error: 0.012055378141220237
iterations: 402000, training error: 0.012055117300174601
iterations: 402500, training error: 0.012054859235615714
iterations: 403000, training error: 0.012054599161236522
iterations: 403500, training error: 0.012054340460427774
iterations: 404000, training error: 0.012054084049630943
iterations: 404500, training error: 0.012053828936998202
iterations: 405000, training error: 0.012053572281133244
iterations: 405500, training error: 0.012053309790665967
iterations: 406000, training error: 0.012053046214272016
iterations: 406500, training error: 0.012052785752956909
iterations: 407000, training error: 0.012052518945466034
iterations: 407500, training error: 0.012052250689483979
iterations: 408000, training error: 0.012051988568833574
iterations: 408500, training error: 0.012051724307653769
iterations: 409000, training error: 0.01205145610309959
iterations: 409500, training error: 0.012051188810160053
iterations: 410000, training error: 0.012050919347040863
iterations: 410500, training error: 0.01205064219129477
iterations: 411000, training error: 0.012050362949045127
iterations: 411500, training error: 0.012050087340819785
iterations: 412000, training error: 0.012049807660353185
iterations: 412500, training error: 0.012049530491094782
iterations: 413000, training error: 0.012049247480348836
iterations: 413500, training error: 0.012048951329489615
iterations: 414000, training error: 0.012048652111839244
iterations: 414500, training error: 0.012048344132563789
iterations: 415000, training error: 0.012048030619087905
iterations: 415500, training error: 0.012047709079377331
iterations: 416000, training error: 0.012047384478083333
iterations: 416500, training error: 0.012047052304357587
iterations: 417000, training error: 0.01204671340881924
iterations: 417500, training error: 0.012046367701964841
iterations: 418000, training error: 0.012046019386095452
iterations: 418500, training error: 0.012045664797256822
iterations: 419000, training error: 0.012045292145705136
iterations: 419500, training error: 0.012044911985633006
iterations: 420000, training error: 0.012044524845736876
iterations: 420500, training error: 0.012044129073723393
iterations: 421000, training error: 0.012043729050667492
iterations: 421500, training error: 0.012043320644001623
iterations: 422000, training error: 0.012042890648862267
iterations: 422500, training error: 0.01204244549797632
iterations: 423000, training error: 0.012041987113406882
iterations: 423500, training error: 0.012041519417147152
iterations: 424000, training error: 0.012041043558486751
iterations: 424500, training error: 0.012040563683712664
iterations: 425000, training error: 0.012040075748979081
iterations: 425500, training error: 0.012039569054831674
iterations: 426000, training error: 0.012039042612529138
iterations: 426500, training error: 0.012038512296380378
iterations: 427000, training error: 0.012037990316542528
iterations: 427500, training error: 0.012037463509796379
iterations: 428000, training error: 0.012036916803237426
iterations: 428500, training error: 0.01203635243982555
iterations: 429000, training error: 0.012035766447834564
iterations: 429500, training error: 0.012035151248319644
iterations: 430000, training error: 0.01203451187172808
iterations: 430500, training error: 0.012033862516399435
iterations: 431000, training error: 0.012033217038430518
iterations: 431500, training error: 0.012032575309895505
iterations: 432000, training error: 0.01203194839781495
iterations: 432500, training error: 0.012031323421209527
iterations: 433000, training error: 0.012030704158799355
iterations: 433500, training error: 0.012030090383380453
iterations: 434000, training error: 0.01202948083429288
iterations: 434500, training error: 0.01202888255006243
iterations: 435000, training error: 0.012028292087207997
iterations: 435500, training error: 0.012027710495824566
iterations: 436000, training error: 0.01202712422847014
iterations: 436500, training error: 0.01202653968403561
iterations: 437000, training error: 0.012025941892420674
iterations: 437500, training error: 0.012025327454657809
iterations: 438000, training error: 0.012024720313829666
iterations: 438500, training error: 0.01202410432548003
iterations: 439000, training error: 0.012023503023661782
iterations: 439500, training error: 0.012022921658665708
iterations: 440000, training error: 0.012022343387009603
iterations: 440500, training error: 0.012021768748644713
iterations: 441000, training error: 0.01202121281302357
iterations: 441500, training error: 0.012020662507856782
iterations: 442000, training error: 0.012020128992736783
iterations: 442500, training error: 0.012019605769143344
iterations: 443000, training error: 0.012019089145016194
iterations: 443500, training error: 0.012018579877349805
iterations: 444000, training error: 0.01201806467117462
iterations: 444500, training error: 0.012017547491364215
iterations: 445000, training error: 0.012017035551194058
iterations: 445500, training error: 0.012016534286635929
iterations: 446000, training error: 0.012016043326449417
iterations: 446500, training error: 0.012015561220794321
iterations: 447000, training error: 0.012015100658782175
iterations: 447500, training error: 0.012014660436883984
iterations: 448000, training error: 0.012014220416019267
iterations: 448500, training error: 0.012013780445667277
iterations: 449000, training error: 0.012013340279680356
iterations: 449500, training error: 0.012012896770862267
iterations: 450000, training error: 0.012012453945014823
iterations: 450500, training error: 0.012012007129667202
iterations: 451000, training error: 0.012011555375903099
iterations: 451500, training error: 0.012011098793826488
iterations: 452000, training error: 0.01201064567442958
iterations: 452500, training error: 0.01201019026022532
iterations: 453000, training error: 0.012009732606302923
iterations: 453500, training error: 0.01200927747594448
iterations: 454000, training error: 0.012008823719041365
iterations: 454500, training error: 0.012008364288005524
iterations: 455000, training error: 0.012007902639709203
iterations: 455500, training error: 0.012007442340366542
iterations: 456000, training error: 0.012006987160817356
iterations: 456500, training error: 0.012006537658893734
iterations: 457000, training error: 0.012006089060707026
iterations: 457500, training error: 0.012005649041562705
iterations: 458000, training error: 0.012005213768878408
iterations: 458500, training error: 0.012004782549252245
iterations: 459000, training error: 0.012004353094900652
iterations: 459500, training error: 0.012003925917197875
iterations: 460000, training error: 0.012003488094078184
iterations: 460500, training error: 0.01200304530397316
iterations: 461000, training error: 0.012002599140367857
iterations: 461500, training error: 0.012002154492311342
iterations: 462000, training error: 0.012001718802881546
iterations: 462500, training error: 0.012001284696808263
iterations: 463000, training error: 0.012000852902794753
iterations: 463500, training error: 0.012000421467600178
iterations: 464000, training error: 0.011999988845080686
iterations: 464500, training error: 0.011999563279324412
iterations: 465000, training error: 0.011999137536440246
iterations: 465500, training error: 0.011998715847820755
iterations: 466000, training error: 0.011998293063240939
iterations: 466500, training error: 0.011997871411342403
iterations: 467000, training error: 0.011997447422351617
iterations: 467500, training error: 0.01199702351876964
iterations: 468000, training error: 0.011996601016463533
iterations: 468500, training error: 0.011996175312674141
iterations: 469000, training error: 0.011995752912048295
iterations: 469500, training error: 0.011995333205400674
iterations: 470000, training error: 0.011994911789254173
iterations: 470500, training error: 0.011994487355949685
iterations: 471000, training error: 0.01199406577313054
iterations: 471500, training error: 0.011993639952021795
iterations: 472000, training error: 0.01199321339370805
iterations: 472500, training error: 0.01199278459353004
iterations: 473000, training error: 0.01199235830024136
iterations: 473500, training error: 0.011991937922183879
iterations: 474000, training error: 0.011991518893191562
iterations: 474500, training error: 0.01199110203482179
iterations: 475000, training error: 0.011990687472439854
iterations: 475500, training error: 0.011990273950728133
iterations: 476000, training error: 0.01198986200966659
iterations: 476500, training error: 0.011989451722994789
iterations: 477000, training error: 0.01198903540784818
iterations: 477500, training error: 0.011988616797168002
iterations: 478000, training error: 0.01198819687335033
iterations: 478500, training error: 0.0119877781381901
iterations: 479000, training error: 0.011987357841359873
iterations: 479500, training error: 0.011986934289047423
iterations: 480000, training error: 0.011986510893025997
iterations: 480500, training error: 0.011986084831992216
iterations: 481000, training error: 0.011985654350689979
iterations: 481500, training error: 0.011985219739172518
iterations: 482000, training error: 0.011984791729977712
iterations: 482500, training error: 0.011984366758776475
iterations: 483000, training error: 0.01198394493824461
iterations: 483500, training error: 0.011983524488326904
iterations: 484000, training error: 0.011983101538623916
iterations: 484500, training error: 0.011982679575236008
iterations: 485000, training error: 0.01198225351742404
iterations: 485500, training error: 0.011981836085425128
iterations: 486000, training error: 0.011981415793542014
iterations: 486500, training error: 0.011980995911378167
iterations: 487000, training error: 0.011980572450987124
iterations: 487500, training error: 0.011980146922604481
iterations: 488000, training error: 0.01197971679479168
iterations: 488500, training error: 0.011979282917227857
iterations: 489000, training error: 0.011978844414731548
iterations: 489500, training error: 0.011978407760189592
iterations: 490000, training error: 0.011977971113602628
iterations: 490500, training error: 0.011977534129758797
iterations: 491000, training error: 0.011977093486781994
